path,label,domain,source
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/046_biggan_00079.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/217_biggan_00043.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/230_biggan_00152.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/250_biggan_00051.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/472_biggan_00023.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/199_biggan_00006.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/728_biggan_00132.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/932_biggan_00138.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/309_biggan_00120.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/762_biggan_00047.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/221_biggan_00106.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/183_biggan_00007.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/627_biggan_00119.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/518_biggan_00181.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/140_biggan_00017.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/394_biggan_00077.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/184_biggan_00078.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/176_biggan_00051.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/480_biggan_00061.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/415_biggan_00167.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/119_biggan_00081.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/529_biggan_00185.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/953_biggan_00140.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/988_biggan_00044.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/477_biggan_00162.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/706_biggan_00173.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/679_biggan_00119.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/462_biggan_00057.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/379_biggan_00108.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/081_biggan_00189.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/324_biggan_00094.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/314_biggan_00088.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/524_biggan_00017.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/314_biggan_00007.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/191_biggan_00110.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/131_biggan_00186.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/240_biggan_00042.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/652_biggan_00085.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/973_biggan_00134.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/829_biggan_00044.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/683_biggan_00176.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/579_biggan_00005.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/263_biggan_00156.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/417_biggan_00146.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/466_biggan_00180.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/609_biggan_00083.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/538_biggan_00138.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/580_biggan_00191.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/868_biggan_00067.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/170_biggan_00054.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/317_biggan_00193.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/211_biggan_00154.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/188_biggan_00182.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/825_biggan_00131.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/673_biggan_00183.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/784_biggan_00156.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/342_biggan_00113.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/692_biggan_00152.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/700_biggan_00030.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/191_biggan_00022.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/220_biggan_00088.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/402_biggan_00105.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/485_biggan_00042.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/514_biggan_00182.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/209_biggan_00004.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/733_biggan_00044.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/466_biggan_00104.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/592_biggan_00134.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/088_biggan_00198.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/878_biggan_00070.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/246_biggan_00017.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/405_biggan_00178.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/114_biggan_00051.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/971_biggan_00014.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/168_biggan_00073.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/941_biggan_00058.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/691_biggan_00119.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/476_biggan_00051.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/604_biggan_00177.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/203_biggan_00191.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/914_biggan_00008.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/331_biggan_00084.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/428_biggan_00196.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/773_biggan_00048.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/606_biggan_00001.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/814_biggan_00196.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/520_biggan_00070.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/742_biggan_00014.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/919_biggan_00044.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/417_biggan_00104.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/825_biggan_00084.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/212_biggan_00097.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/856_biggan_00120.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/823_biggan_00017.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/719_biggan_00188.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/081_biggan_00021.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/313_biggan_00046.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/292_biggan_00063.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/355_biggan_00023.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/892_biggan_00139.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/761_biggan_00096.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/598_biggan_00104.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/432_biggan_00011.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/919_biggan_00056.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/947_biggan_00122.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/815_biggan_00149.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/381_biggan_00141.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/986_biggan_00034.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/343_biggan_00087.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/937_biggan_00105.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/020_biggan_00016.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/798_biggan_00012.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/285_biggan_00010.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/044_biggan_00196.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/243_biggan_00172.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/487_biggan_00061.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/023_biggan_00139.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/089_biggan_00159.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/248_biggan_00139.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/377_biggan_00077.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/331_biggan_00102.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/578_biggan_00046.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/107_biggan_00016.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/992_biggan_00001.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/426_biggan_00061.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/520_biggan_00140.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/555_biggan_00024.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/467_biggan_00072.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/364_biggan_00002.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/847_biggan_00198.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/230_biggan_00183.png,1,imagenet,imagenet_ai_0419_biggan
/kaggle/input/datasets/yangsangtai/tiny-genimage/imagenet_ai_0419_biggan/train/ai/928_biggan_00069.png,1,imagenet,imagenet_ai_0419_biggan
